wcode,kind,uname,ucode
078922,call,辛耘,3583
078923,call,辛耘,3583
078924,call,康普,4739
078925,call,臻鼎-KY,4958
078926,call,台表科,6278
078927,call,聯策,6658
078928,call,緯穎,6669
078929,call,洋基工程,6691
078930,call,三集瑞-KY,6862
078932,call,中興電,1513
078933,call,亞德客-KY,1590
078934,call,華通,2313
078935,call,旺宏,2337
078936,call,華邦電,2344
078937,call,佳能,2374
078938,call,研華,2395
078939,call,南亞科,2408
078940,call,超豐,2441
078941,call,京元電子,2449
078942,call,萬海,2615
078943,call,漢翔,2634
078944,call,晶豪科,3006
078945,call,奇鋐,3017
078946,call,零壹,3029
078947,call,智原,3035
078948,call,緯創,3231
078949,call,日月光投控,3711
078950,call,大銀微系統,4576
078951,call,國精化,4722
078952,call,新唐,4919
078953,call,臻鼎-KY,4958
078954,call,眾達-KY,4977
078955,call,長榮,2603
078956,call,帆宣,6196
078957,call,矽格,6257
078958,call,台塑化,6505
078959,call,緯穎,6669
078960,call,AES-KY,6781
078961,call,富世達,6805
078962,call,勤誠,8210
078966,call,中砂,1560
078967,call,立積,4968
078968,call,上銀,2049
078969,call,華通,2313
078970,call,台積電,2330
078971,call,台積電,2330
078972,call,旺宏,2337
078973,call,華邦電,2344
078974,call,華邦電,2344
078975,call,金像電,2368
078976,call,技嘉,2376
078977,call,微星,2377
078978,call,微星,2377
078979,call,研華,2395
078980,call,友達,2409
078981,call,創見,2451
078982,call,盟立,2464
078983,call,志聖,2467
078984,call,鉅祥,2476
078985,call,揚博,2493
078986,call,大立光,3008
078987,call,嘉晶,3016
078988,call,奇鋐,3017
078989,call,晶技,3042
07898U,put,台達電,2308
078990,call,緯創,3231
078991,call,牧德,3563
078992,call,辛耘,3583
078993,call,辛耘,3583
078994,call,材料*-KY,4763
078995,call,臻鼎-KY,4958
078996,call,亞翔,6139
078997,call,帆宣,6196
078998,call,力成,6239
078999,call,力成,6239
07899U,put,台積電,2330
079000,call,矽格,6257
079001,call,旭隼,6409
079002,call,保瑞,6472
079003,call,騰輝電子-KY,6672
079004,call,AES-KY,6781
079005,call,富世達,6805
079006,call,兆聯實業,6944
079007,call,松川精密,7788
079008,call,元大台灣50,0050
079010,call,旺宏,2337
079011,call,華邦電,2344
079012,call,創見,2451
079013,call,志聖,2467
079014,call,大毅,2478
079015,call,大毅,2478
079016,call,揚博,2493
079017,call,嘉晶,3016
079018,call,嘉晶,3016
079019,call,樺漢,6414
07901U,put,創意,3443
079020,call,保瑞,6472
079021,call,元大台灣50,0050
079022,call,美時,1795
079023,call,光寶科,2301
079024,call,華通,2313
079025,call,鴻海,2317
079026,call,台積電,2330
079027,call,台積電,2330
079028,call,旺宏,2337
079029,call,旺宏,2337
079030,call,智邦,2345
079031,call,智邦,2345
079032,call,智邦,2345
079033,call,金像電,2368
079034,call,研華,2395
079035,call,京元電子,2449
079036,call,京元電子,2449
079037,call,京元電子,2449
079038,call,盟立,2464
079039,call,大毅,2478
079040,call,揚博,2493
079041,call,揚博,2493
079042,call,國泰金,2882
079043,call,大立光,3008
079044,call,嘉晶,3016
079045,call,晶技,3042
079046,call,緯創,3231
079047,call,辛耘,3583
079048,call,亞翔,6139
079049,call,佳必琪,6197
079050,call,精誠,6214
079051,call,樺漢,6414
079052,call,樺漢,6414
079053,call,晶碩,6491
079054,call,台塑化,6505
079055,call,捷敏-KY,6525
079056,call,緯穎,6669
079057,call,AES-KY,6781
079058,call,富世達,6805
079059,call,富世達,6805
079060,call,富世達,6805
079061,call,兆聯實業,6944
079068,call,台玻,1802
079069,call,光寶科,2301
079070,call,旺宏,2337
079071,call,大同,2371
079072,call,京元電子,2449
079073,call,嘉晶,3016
079074,call,緯創,3231
079075,call,辛耘,3583
079076,call,貿聯-KY,3665
079077,call,神達,3706
079078,call,臻鼎-KY,4958
079079,call,力成,6239
079080,call,力積電,6770
079084,call,上銀,2049
079085,call,台積電,2330
079086,call,南亞科,2408
079087,call,建準,2421
079088,call,創見,2451
079089,call,健鼎,3044
079090,call,鈺邦,6449
079092,call,中興電,1513
079093,call,台玻,1802
079094,call,台積電,2330
079095,call,旺宏,2337
079096,call,旺宏,2337
079097,call,華邦電,2344
079098,call,南亞科,2408
079099,call,京元電子,2449
079100,call,盟立,2464
079101,call,普安,2495
079102,call,長榮,2603
079103,call,長榮,2603
079104,call,萬海,2615
079105,call,漢翔,2634
079106,call,長榮,2603
079107,call,大立光,3008
079108,call,奇鋐,3017
079109,call,智原,3035
079110,call,緯創,3231
079111,call,貿聯-KY,3665
079112,call,貿聯-KY,3665
079113,call,日月光投控,3711
079114,call,臻鼎-KY,4958
079115,call,臻鼎-KY,4958
079116,call,十銓,4967
079117,call,凌華,6166
079118,call,康舒,6282
079119,call,力積電,6770
07911U,put,揚博,2493
079120,call,汎銓,6830
079121,call,汎銓,6830
079122,call,新代,7750
079123,call,新代,7750
079124,call,華通,2313
079125,call,盟立,2464
079126,call,盟立,2464
079127,call,盟立,2464
079128,call,大毅,2478
079129,call,大毅,2478
07912U,put,力積電,6770
079130,call,嘉晶,3016
079131,call,嘉晶,3016
079132,call,嘉晶,3016
079133,call,緯創,3231
079134,call,貿聯-KY,3665
079135,call,合勤控,3704
079136,call,力成,6239
079137,call,力成,6239
079138,call,騰輝電子-KY,6672
079139,call,汎銓,6830
07913U,put,可寧衛*,8422
079140,call,台化,1326
079141,call,直得,1597
079142,call,光寶科,2301
079143,call,台積電,2330
079144,call,台積電,2330
079145,call,台積電,2330
079146,call,台積電,2330
079147,call,華邦電,2344
079148,call,華邦電,2344
079149,call,華邦電,2344
07914U,put,可寧衛*,8422
079150,call,威盛,2388
079151,call,南亞科,2408
079152,call,南亞科,2408
079153,call,南亞科,2408
079154,call,京元電子,2449
079155,call,揚博,2493
079157,call,嘉晶,3016
079158,call,奇鋐,3017
079159,call,奇鋐,3017
079160,call,德律,3030
079161,call,宏致,3605
079162,call,貿聯-KY,3665
079163,call,貿聯-KY,3665
079164,call,貿聯-KY,3665
079165,call,貿聯-KY,3665
079166,call,合勤控,3704
079167,call,凌華,6166
079168,call,佳必琪,6197
079169,call,力成,6239
079170,call,同欣電,6271
079171,call,同欣電,6271
079172,call,啟碁,6285
079173,call,樺漢,6414
079174,call,樺漢,6414
079175,call,緯穎,6669
079176,call,緯穎,6669
079177,call,緯穎,6669
079178,call,緯穎,6669
079179,call,力積電,6770
079180,call,汎銓,6830
079181,call,汎銓,6830
079182,call,兆聯實業,6944
079183,call,至上,8112
079184,call,富邦科技,0052
079186,call,中砂,1560
079187,call,上銀,2049
079188,call,上銀,2049
079189,call,華通,2313
07918U,put,群創,3481
079190,call,華通,2313
079191,call,華通,2313
079192,call,鴻海,2317
079193,call,台積電,2330
079194,call,華邦電,2344
079195,call,智邦,2345
079196,call,智邦,2345
079197,call,智邦,2345
079198,call,所羅門,2359
079199,call,金像電,2368
079200,call,南亞科,2408
079201,call,南亞科,2408
079202,call,南亞科,2408
079203,call,京元電子,2449
079204,call,創見,2451
079205,call,創見,2451
079206,call,盟立,2464
079207,call,亞航,2630
079208,call,嘉晶,3016
079209,call,緯創,3231
079210,call,昇貿,3305
079211,call,昇貿,3305
079212,call,辛耘,3583
079213,call,貿聯-KY,3665
079214,call,貿聯-KY,3665
079215,call,貿聯-KY,3665
079216,call,貿聯-KY,3665
079217,call,合勤控,3704
079218,call,臻鼎-KY,4958
079219,call,亞翔,6139
07921U,put,台積電,2330
079220,call,凌華,6166
079221,call,力成,6239
079222,call,力成,6239
079223,call,力成,6239
079224,call,矽格,6257
079225,call,力積電,6770
079226,call,力積電,6770
079227,call,富世達,6805
079228,call,富世達,6805
079229,call,富世達,6805
079230,call,兆聯實業,6944
079231,call,振樺電,8114
079232,call,勤誠,8210
079233,call,勤誠,8210
079234,call,勤誠,8210
079235,call,元大台灣50,0050
079237,call,上銀,2049
079238,call,光寶科,2301
079239,call,鴻海,2317
079240,call,華邦電,2344
079241,call,智邦,2345
079242,call,金像電,2368
079243,call,南亞科,2408
079244,call,鉅祥,2476
079246,call,大毅,2478
079247,call,揚博,2493
079248,call,揚博,2493
079249,call,大立光,3008
079250,call,大立光,3008
079251,call,嘉晶,3016
079252,call,奇鋐,3017
079253,call,晶技,3042
079254,call,晶技,3042
079255,call,辛耘,3583
079256,call,辛耘,3583
079257,call,辛耘,3583
079258,call,貿聯-KY,3665
079259,call,貿聯-KY,3665
07925U,put,群創,3481
079260,call,貿聯-KY,3665
079261,call,合勤控,3704
079262,call,臻鼎-KY,4958
079263,call,亞翔,6139
079264,call,凌華,6166
079265,call,凌華,6166
079266,call,帆宣,6196
079267,call,力成,6239
079268,call,保瑞,6472
079269,call,緯穎,6669
079270,call,力積電,6770
079271,call,富世達,6805
079274,call,富邦科技,0052
079275,call,元大高股息,0056
079283,call,華榮,1608
079284,call,上銀,2049
079285,call,光寶科,2301
079286,call,華通,2313
079287,call,鴻海,2317
079288,call,仁寶,2324
079289,call,智邦,2345
079290,call,所羅門,2359
079291,call,毅嘉,2402
079292,call,南亞科,2408
079293,call,台積電,2330
079294,call,興勤,2428
079295,call,美律,2439
079296,call,創見,2451
079297,call,宏璟,2527
079298,call,亞航,2630
079299,call,元大金,2885
079300,call,奇鋐,3017
079301,call,亞光,3019
079302,call,智原,3035
079303,call,緯創,3231
079304,call,新日興,3376
079305,call,嘉澤,3533
079306,call,貿聯-KY,3665
079307,call,合勤控,3704
079308,call,合勤控,3704
079309,call,日月光投控,3711
079310,call,東台,4526
079311,call,新唐,4919
079312,call,十銓,4967
079313,call,十銓,4967
079314,call,凌華,6166
079315,call,飛捷,6206
079316,call,力智,6719
079317,call,汎銓,6830
079318,call,松川精密,7788
079319,call,華東,8110
079320,call,華東,8110
079321,call,至上,8112
079322,call,元大台灣50,0050
079323,call,元大台灣50,0050
079324,call,旺宏,2337
079325,call,微星,2377
079326,call,緯創,3231
079327,call,緯創,3231
079328,call,緯創,3231
079329,call,辛耘,3583
07932U,put,鴻海,2317
079330,call,貿聯-KY,3665
079331,call,緯穎,6669
079332,call,緯穎,6669
079333,call,富世達,6805
079335,call,華夏,1305
079336,call,台化,1326
079337,call,仁寶,2324
079338,call,旺宏,2337
079339,call,金像電,2368
07933U,put,台積電,2330
079340,call,美律,2439
079341,call,大立光,3008
079342,call,大立光,3008
079343,call,晟銘電,3013
079344,call,嘉晶,3016
079345,call,緯創,3231
079346,call,緯創,3231
079347,call,貿聯-KY,3665
079348,call,今國光,6209
079349,call,緯穎,6669
079350,call,勤誠,8210
079351,call,勤誠,8210
079352,call,勤誠,8210
079353,call,華城,1519
079354,call,華邦電,2344
079355,call,金像電,2368
079356,call,南亞科,2408
079357,call,臻鼎-KY,4958
079358,call,力積電,6770
079359,call,AES-KY,6781
079360,call,至上,8112
079361,call,亞德客-KY,1590
079362,call,亞德客-KY,1590
079363,call,和桐,1714
079364,call,第一銅,2009
079365,call,台亞,2340
079366,call,金像電,2368
079367,call,菱生,2369
079368,call,正崴,2392
079369,call,凱基金,2883
079370,call,大立光,3008
079371,call,聯詠,3034
079372,call,大聯大,3702
079373,call,和碩,4938
079374,call,奕力-KY,6962
079375,call,新代,7750
079377,call,上銀,2049
079378,call,華邦電,2344
079379,call,華邦電,2344
079380,call,華邦電,2344
079381,call,華邦電,2344
079382,call,揚博,2493
079383,call,晶技,3042
079384,call,牧德,3563
079385,call,日月光投控,3711
079386,call,眾達-KY,4977
079387,call,至上,8112
079390,call,華新,1605
079391,call,東聯,1710
079392,call,上銀,2049
079393,call,光寶科,2301
079394,call,華通,2313
079395,call,台積電,2330
079396,call,華邦電,2344
079397,call,智邦,2345
079398,call,所羅門,2359
079399,call,金像電,2368
079400,call,研華,2395
079401,call,友達,2409
079402,call,盟立,2464
079403,call,晶豪科,3006
079404,call,大立光,3008
079405,call,奇鋐,3017
079406,call,智原,3035
079407,call,文曄,3036
079408,call,牧德,3563
079409,call,碩天,3617
07940U,put,創意,3443
079410,call,合勤控,3704
079411,call,國精化,4722
079412,call,眾達-KY,4977
079413,call,亞翔,6139
079414,call,力成,6239
079415,call,台郡,6269
079416,call,保瑞,6472
079417,call,緯穎,6669
079418,call,力積電,6770
079419,call,富邦科技,0052
079420,call,元大高股息,0056
079421,call,台玻,1802
079422,call,上銀,2049
079423,call,華通,2313
079424,call,鴻海,2317
079425,call,旺宏,2337
079426,call,華邦電,2344
079427,call,華邦電,2344
079428,call,所羅門,2359
079429,call,毅嘉,2402
079430,call,南亞科,2408
079431,call,南亞科,2408
079432,call,京元電子,2449
079433,call,盟立,2464
079434,call,普安,2495
079435,call,長榮,2603
079436,call,元大金,2885
079437,call,晶豪科,3006
079438,call,大立光,3008
079439,call,大立光,3008
079440,call,奇鋐,3017
079441,call,亞光,3019
079442,call,智原,3035
079443,call,文曄,3036
079444,call,晶技,3042
079445,call,緯創,3231
079446,call,嘉澤,3533
079447,call,宏致,3605
079448,call,大聯大,3702
079449,call,日月光投控,3711
079450,call,臻鼎-KY,4958
079451,call,臻鼎-KY,4958
079452,call,十銓,4967
079453,call,祥碩,5269
079454,call,飛捷,6206
079455,call,康舒,6282
079456,call,樺漢,6414
079457,call,緯穎,6669
079458,call,力積電,6770
079460,call,力積電,6770
079461,call,兆聯實業,6944
079462,call,新代,7750
079463,call,華東,8110
079464,call,至上,8112
079465,call,勤誠,8210
079467,call,亞德客-KY,1590
079468,call,上銀,2049
079469,call,旺宏,2337
079470,call,宏碁,2353
079471,call,微星,2377
079472,call,研華,2395
079473,call,志聖,2467
079474,call,立隆電,2472
079475,call,奇鋐,3017
079476,call,聯詠,3034
079477,call,文曄,3036
079478,call,玉晶光,3406
079479,call,定穎投控,3715
079480,call,國精化,4722
079481,call,臻鼎-KY,4958
079482,call,盛群,6202
079483,call,台郡,6269
079484,call,緯穎,6669
079485,call,緯穎,6669
079486,call,緯穎,6669
079487,call,富世達,6805
079488,call,富世達,6805
079489,call,富世達,6805
079490,call,新代,7750
079491,call,亞德客-KY,1590
079492,call,光寶科,2301
079493,call,鴻海,2317
079494,call,義隆,2458
079495,call,大立光,3008
079496,call,嘉晶,3016
079497,call,臻鼎-KY,4958
079498,call,飛捷,6206
079499,call,永光,1711
079500,call,台玻,1802
079501,call,光寶科,2301
079502,call,光寶科,2301
079503,call,光寶科,2301
079504,call,光寶科,2301
079505,call,旺宏,2337
079506,call,金像電,2368
079507,call,盟立,2464
079508,call,大毅,2478
079509,call,大立光,3008
07950U,put,元大台灣50,0050
079510,call,大立光,3008
079511,call,晟銘電,3013
079512,call,奇鋐,3017
079513,call,智原,3035
079514,call,緯創,3231
079516,call,貿聯-KY,3665
079517,call,定穎投控,3715
079518,call,國精化,4722
079519,call,臻鼎-KY,4958
07951U,put,元大台灣50,0050
079520,call,凌華,6166
079521,call,光聖,6442
079522,call,緯穎,6669
079524,call,華城,1519
079525,call,華邦電,2344
079526,call,華邦電,2344
079527,call,華邦電,2344
079528,call,順德,2351
079529,call,順德,2351
079530,call,所羅門,2359
079531,call,研華,2395
079532,call,瑞軒,2489
079533,call,揚博,2493
079534,call,晶豪科,3006
079535,call,晶豪科,3006
079536,call,大立光,3008
079537,call,大立光,3008
079538,call,凌航,3135
079539,call,貿聯-KY,3665
079540,call,國精化,4722
079541,call,國精化,4722
079542,call,緯穎,6669
079543,call,緯穎,6669
079544,call,力積電,6770
079545,call,AES-KY,6781
079546,call,汎銓,6830
079547,call,振樺電,8114
079552,call,亞德客-KY,1590
079553,call,光寶科,2301
079554,call,光寶科,2301
079555,call,光寶科,2301
079556,call,華通,2313
079557,call,華通,2313
079558,call,華通,2313
079559,call,鴻海,2317
079560,call,鴻海,2317
079561,call,仁寶,2324
079562,call,仁寶,2324
079563,call,台積電,2330
079564,call,華邦電,2344
079565,call,華邦電,2344
079566,call,華邦電,2344
079567,call,智邦,2345
079568,call,智邦,2345
079569,call,華碩,2357
079570,call,金像電,2368
079571,call,南亞科,2408
079572,call,南亞科,2408
079573,call,南亞科,2408
079574,call,盟立,2464
079575,call,盟立,2464
079576,call,立隆電,2472
079577,call,揚博,2493
079578,call,晶豪科,3006
079579,call,晶豪科,3006
079580,call,嘉晶,3016
079581,call,奇鋐,3017
079582,call,奇鋐,3017
079583,call,奇鋐,3017
079584,call,信邦,3023
079585,call,緯創,3231
079586,call,緯創,3231
079587,call,辛耘,3583
079588,call,碩天,3617
079589,call,貿聯-KY,3665
07958U,put,台積電,2330
079590,call,貿聯-KY,3665
079591,call,大聯大,3702
079592,call,日月光投控,3711
079593,call,日月光投控,3711
079594,call,日月光投控,3711
079595,call,力成,6239
079596,call,力成,6239
079597,call,樺漢,6414
079598,call,樺漢,6414
079599,call,保瑞,6472
07959U,put,台積電,2330
079600,call,保瑞,6472
079601,call,緯穎,6669
079602,call,緯穎,6669
079603,call,騰輝電子-KY,6672
079604,call,新代,7750
079605,call,新代,7750
079606,call,勤誠,8210
079607,call,勤誠,8210
079608,call,勤誠,8210
079609,call,直得,1597
07960U,put,台積電,2330
079610,call,所羅門,2359
079611,call,研華,2395
079612,call,盟立,2464
079613,call,奇鋐,3017
079614,call,威強電,3022
079615,call,凌華,6166
079616,call,富世達,6805
079617,call,元大台灣50,0050
079619,call,旺宏,2337
07961U,put,旺宏,2337
079620,call,矽統,2363
079621,call,金像電,2368
079622,call,研華,2395
079623,call,南亞科,2408
079624,call,晶豪科,3006
079625,call,奇鋐,3017
079626,call,文曄,3036
079627,call,正文,4906
079628,call,富世達,6805
079629,call,勤誠,8210
07962U,put,旺宏,2337
079630,call,今國光,6209
079631,call,光聖,6442
079632,call,泓德能源,6873
079634,call,東和鋼鐵,2006
079635,call,旺宏,2337
079636,call,順德,2351
079637,call,鴻準,2354
079638,call,揚博,2493
079639,call,嘉晶,3016
07963U,put,友達,2409
079640,call,奇鋐,3017
079641,call,奇鋐,3017
079642,call,文曄,3036
079643,call,凌航,3135
079644,call,新日興,3376
079645,call,智伸科,4551
079646,call,亞翔,6139
079647,call,矽創,8016
079648,call,宏全,9939
079650,call,台玻,1802
079651,call,鴻海,2317
079652,call,旺宏,2337
079653,call,華邦電,2344
079654,call,所羅門,2359
079655,call,大同,2371
079656,call,微星,2377
079657,call,毅嘉,2402
079658,call,南亞科,2408
079659,call,建準,2421
07965U,put,元大台灣50,0050
079660,call,京元電子,2449
079661,call,晶豪科,3006
079662,call,大立光,3008
079663,call,晟銘電,3013
079664,call,奇鋐,3017
079665,call,亞光,3019
079666,call,信邦,3023
079667,call,信邦,3023
079668,call,緯創,3231
079669,call,嘉澤,3533
079670,call,宏致,3605
079671,call,日月光投控,3711
079672,call,臻鼎-KY,4958
079673,call,十銓,4967
079674,call,光聖,6442
079675,call,達發,6526
079676,call,力積電,6770
079677,call,兆聯實業,6944
079678,call,致新,8081
079679,call,勤誠,8210
079682,call,亞德客-KY,1590
079683,call,華新,1605
079684,call,東聯,1710
079685,call,和桐,1714
079686,call,第一銅,2009
079687,call,光寶科,2301
079688,call,光寶科,2301
079689,call,華通,2313
079690,call,鴻海,2317
079691,call,台積電,2330
079692,call,台積電,2330
079693,call,台積電,2330
079694,call,旺宏,2337
079695,call,華邦電,2344
079696,call,智邦,2345
079697,call,鴻準,2354
079698,call,華碩,2357
079699,call,金像電,2368
079700,call,菱生,2369
079701,call,南亞科,2408
079702,call,友達,2409
079703,call,京元電子,2449
079704,call,大立光,3008
079705,call,奇鋐,3017
079706,call,緯創,3231
079707,call,牧德,3563
079708,call,貿聯-KY,3665
079709,call,日月光投控,3711
079710,call,臻鼎-KY,4958
079711,call,亞翔,6139
079712,call,力成,6239
079713,call,保瑞,6472
079714,call,緯穎,6669
079715,call,力積電,6770
079716,call,富世達,6805
079717,call,富世達,6805
079718,call,上銀,2049
079719,call,上銀,2049
079720,call,上銀,2049
079721,call,光寶科,2301
079722,call,光寶科,2301
079723,call,光寶科,2301
079724,call,光寶科,2301
079725,call,台積電,2330
079726,call,旺宏,2337
079727,call,旺宏,2337
079728,call,旺宏,2337
079729,call,華邦電,2344
079730,call,華邦電,2344
079731,call,華邦電,2344
079732,call,威盛,2388
079733,call,南亞科,2408
079734,call,南亞科,2408
079735,call,建準,2421
079736,call,建準,2421
079737,call,盟立,2464
079738,call,盟立,2464
079739,call,奇鋐,3017
07973U,put,旺宏,2337
079740,call,奇鋐,3017
079741,call,奇鋐,3017
079742,call,奇鋐,3017
079743,call,亞光,3019
079744,call,亞光,3019
079745,call,奇鋐,3017
079746,call,奇鋐,3017
079747,call,奇鋐,3017
079748,call,奇鋐,3017
079749,call,奇鋐,3017
07974U,put,友達,2409
079751,call,文曄,3036
079752,call,晶技,3042
079753,call,宏致,3605
079754,call,大銀微系統,4576
079755,call,大銀微系統,4576
079756,call,國精化,4722
079757,call,國精化,4722
079758,call,帆宣,6196
079759,call,力成,6239
079760,call,樺漢,6414
079761,call,光聖,6442
079762,call,光聖,6442
079763,call,保瑞,6472
079764,call,緯穎,6669
079765,call,騰輝電子-KY,6672
079766,call,惠特,6706
079767,call,富世達,6805
079768,call,富世達,6805
079769,call,富世達,6805
079770,call,富世達,6805
079771,call,富世達,6805
079772,call,富世達,6805
079773,call,汎銓,6830
079774,call,汎銓,6830
079775,call,松川精密,7788
079776,call,和桐,1714
079777,call,東和鋼鐵,2006
079778,call,大成鋼,2027
079779,call,盟立,2464
079780,call,盟立,2464
079781,call,奇鋐,3017
079782,call,國精化,4722
079783,call,國精化,4722
079784,call,富世達,6805
079785,call,汎銓,6830
079786,call,汎銓,6830
079787,call,汎銓,6830
079789,call,台化,1326
07978U,put,長興,1717
079790,call,亞德客-KY,1590
079791,call,亞德客-KY,1590
079792,call,美時,1795
079793,call,光寶科,2301
079794,call,華通,2313
079795,call,華通,2313
079796,call,燿華,2367
079797,call,金像電,2368
079798,call,金像電,2368
079799,call,京元電子,2449
079800,call,京元電子,2449
079801,call,盟立,2464
079802,call,立隆電,2472
079803,call,亞航,2630
079804,call,大立光,3008
079805,call,大立光,3008
079806,call,健鼎,3044
079807,call,玉晶光,3406
079808,call,嘉澤,3533
079809,call,定穎投控,3715
079810,call,亞翔,6139
079811,call,力成,6239
079812,call,力成,6239
079813,call,同欣電,6271
079814,call,同欣電,6271
079815,call,光聖,6442
079816,call,保瑞,6472
079817,call,台塑化,6505
079818,call,松川精密,7788
07981U,put,彩晶,6116
079821,call,上銀,2049
079822,call,上銀,2049
079823,call,華通,2313
079824,call,華通,2313
079825,call,鴻海,2317
079826,call,鴻海,2317
079828,call,台積電,2330
079829,call,台積電,2330
07982U,put,聯鈞,3450
079830,call,旺宏,2337
079831,call,旺宏,2337
079832,call,金像電,2368
079833,call,金像電,2368
079834,call,群光,2385
079835,call,大立光,3008
079836,call,正崴,2392
079837,call,京元電子,2449
079838,call,晶豪科,3006
079839,call,晶豪科,3006
07983U,put,台虹,8039
079840,call,晶技,3042
079841,call,宏致,3605
079842,call,貿聯-KY,3665
079843,call,日月光投控,3711
079844,call,日月光投控,3711
079845,call,定穎投控,3715
079846,call,定穎投控,3715
079847,call,鈞興-KY,4571
079848,call,亞翔,6139
079849,call,亞翔,6139
07984U,put,元大台灣50,0050
079850,call,台郡,6269
079851,call,統新,6426
079852,call,達發,6526
079853,call,南亞,1303
079854,call,南亞,1303
079855,call,南亞,1303
079856,call,所羅門,2359
079857,call,建準,2421
079858,call,超豐,2441
079859,call,凌華,6166
079860,call,矽力*-KY,6415
079861,call,矽力*-KY,6415
079862,call,矽力*-KY,6415
079865,call,南亞,1303
079866,call,鴻海,2317
079867,call,台積電,2330
079868,call,台積電,2330
079869,call,京元電子,2449
07986U,put,台積電,2330
079870,call,緯穎,6669
079871,call,南亞,1303
079872,call,南亞,1303
079873,call,南亞,1303
079874,call,南亞,1303
079875,call,南亞,1303
079876,call,南亞,1303
079877,call,南亞,1303
079878,call,南亞,1303
079879,call,南亞,1303
079880,call,南亞,1303
079881,call,南亞,1303
079882,call,上銀,2049
079883,call,仁寶,2324
079884,call,鴻準,2354
079885,call,大銀微系統,4576
079886,call,矽力*-KY,6415
079887,call,矽力*-KY,6415
079888,call,矽力*-KY,6415
079889,call,矽力*-KY,6415
079890,call,矽力*-KY,6415
079892,call,矽力*-KY,6415
079893,call,光聖,6442
079894,call,南茂,8150
079899,call,南亞,1303
079900,call,南亞,1303
079901,call,南亞,1303
079902,call,南亞,1303
079903,call,上銀,2049
079904,call,上銀,2049
079905,call,上銀,2049
079906,call,上銀,2049
079907,call,光寶科,2301
079908,call,光寶科,2301
079909,call,光寶科,2301
079910,call,光寶科,2301
079911,call,全友,2305
079912,call,台積電,2330
079913,call,台積電,2330
079914,call,華邦電,2344
079915,call,華邦電,2344
079916,call,華邦電,2344
079917,call,華邦電,2344
079918,call,所羅門,2359
079919,call,所羅門,2359
079920,call,光聖,6442
079921,call,南亞科,2408
079922,call,南亞科,2408
079923,call,揚博,2493
079924,call,晶豪科,3006
079925,call,晶豪科,3006
079926,call,晶豪科,3006
079927,call,晶豪科,3006
079928,call,晶豪科,3006
079929,call,晶豪科,3006
07992U,put,台積電,2330
079930,call,晶豪科,3006
079931,call,大立光,3008
079932,call,緯創,3231
079933,call,宏致,3605
079934,call,貿聯-KY,3665
079935,call,臻鼎-KY,4958
079936,call,臻鼎-KY,4958
079937,call,臻鼎-KY,4958
079938,call,飛捷,6206
079939,call,矽力*-KY,6415
07993U,put,台積電,2330
079940,call,光聖,6442
079941,call,光聖,6442
079942,call,力積電,6770
079944,call,南亞,1303
079945,call,南亞,1303
079946,call,華新,1605
079947,call,上銀,2049
079948,call,光寶科,2301
079949,call,華通,2313
079950,call,台積電,2330
079951,call,旺宏,2337
079952,call,華邦電,2344
079953,call,智邦,2345
079954,call,金像電,2368
079955,call,瑞昱,2379
079956,call,南亞科,2408
079957,call,友達,2409
079958,call,京元電子,2449
079959,call,皇昌,2543
079960,call,王品,2727
079961,call,大立光,3008
079962,call,緯創,3231
079963,call,貿聯-KY,3665
079964,call,日月光投控,3711
079965,call,臻鼎-KY,4958
079966,call,天鈺,4961
079967,call,天鈺,4961
079968,call,祥碩,5269
079969,call,亞翔,6139
079970,call,力成,6239
079971,call,同欣電,6271
079972,call,矽力*-KY,6415
079973,call,矽力*-KY,6415
079974,call,力積電,6770
079975,call,松川精密,7788
079978,call,南亞,1303
079979,call,台玻,1802
07997U,put,中砂,1560
079980,call,東和鋼鐵,2006
079981,call,大成鋼,2027
079982,call,上銀,2049
079983,call,上銀,2049
079984,call,華通,2313
079985,call,台積電,2330
079986,call,台積電,2330
079987,call,台積電,2330
079988,call,所羅門,2359
079989,call,金像電,2368
07998U,put,聯鈞,3450
079990,call,大同,2371
079991,call,微星,2377
079992,call,瑞昱,2379
079993,call,威盛,2388
079994,call,建準,2421
079995,call,京元電子,2449
079996,call,晶豪科,3006
079997,call,亞光,3019
079998,call,文曄,3036
079999,call,嘉澤,3533
080000,call,宏致,3605
080001,call,大銀微系統,4576
080002,call,十銓,4967
080003,call,帆宣,6196
080004,call,力成,6239
080005,call,樺漢,6414
080006,call,光聖,6442
080007,call,台塑化,6505
080008,call,達發,6526
080009,call,騰輝電子-KY,6672
080010,call,惠特,6706
080011,call,AES-KY,6781
080012,call,兆聯實業,6944
080013,call,松川精密,7788
080014,call,致新,8081
080015,call,勤誠,8210
080016,call,南亞,1303
080017,call,新光鋼,2031
080018,call,全友,2305
080019,call,茂矽,2342
080020,call,技嘉,2376
080021,call,鼎元,2426
080022,call,裕民,2606
080023,call,晶豪科,3006
080024,call,晶豪科,3006
080025,call,晶豪科,3006
080026,call,矽力*-KY,6415
080027,call,統新,6426
080028,call,統新,6426
080029,call,LINEPAY,7722
08002U,put,元大台灣50,0050
080030,call,富邦媒,8454
080031,call,南亞,1303
080032,call,南亞,1303
080033,call,光寶科,2301
080034,call,晶豪科,3006
080035,call,晶豪科,3006
